customer_id,cluster_id,split
C0005824,C0005824,train
C0005825,C0005825,train
C0005826,C0005826,train
C0005827,C0005827,val
C0005828,C0005828,test
C0005829,C0005829,train
C0005830,C0005830,train
C0005831,C0005831,train
C0005832,C0005832,test
C0005833,C0005833,train
C0005834,C0005834,train
C0005835,C0005835,train
C0005836,C0005836,train
C0005837,C0005837,train
C0005838,C0005838,train
C0005839,C0005839,train
C0005840,C0005840,train
C0005841,C0005841,train
C0005842,C0005842,val
C0005843,C0005843,test
C0005844,C0005844,train
C0005845,C0005845,train
C0005846,C0005846,test
C0005847,C0005847,train
C0005848,C0005848,train
C0005849,C0002587,train
C0005850,C0005850,train
C0005851,C0005851,train
C0005852,C0005852,val
C0005853,C0005853,val
C0005854,C0005854,test
C0005855,C0005855,train
C0005856,C0005856,train
C0005857,C0005857,train
C0005858,C0005858,train
C0005859,C0005859,test
C0005860,C0005860,test
C0005861,C0005861,train
C0005862,C0005862,train
C0005863,C0005863,train
C0005864,C0005864,train
C0005865,C0005865,train
C0005866,C0005866,test
C0005867,C0005867,train
C0005868,C0005868,train
C0005869,C0005869,train
C0005870,C0005870,train
C0005871,C0005871,train
C0005872,C0005872,train
C0005873,C0005873,test
C0005874,C0005874,val
C0005875,C0005875,train
C0005876,C0005876,train
C0005877,C0005877,train
C0005878,C0005878,train
C0005879,C0005879,train
C0005880,C0005880,train
C0005881,C0005881,test
C0005882,C0005882,train
C0005883,C0005883,train
C0005884,C0005884,test
C0005885,C0003681,train
C0005886,C0005886,test
C0005887,C0005887,train
C0005888,C0004876,val
C0005889,C0005889,train
C0005890,C0005890,train
C0005891,C0005891,train
C0005892,C0005892,train
C0005893,C0005893,test
C0005894,C0005894,train
C0005895,C0005895,train
C0005896,C0005896,train
C0005897,C0005897,train
C0005898,C0005898,train
C0005899,C0005899,train
C0005900,C0005900,test
C0005901,C0005901,train
C0005902,C0005902,train
C0005903,C0005903,val
C0005904,C0005904,train
C0005905,C0005905,train
C0005906,C0005906,train
C0005907,C0005907,train
C0005908,C0005908,train
C0005909,C0005909,val
C0005910,C0005910,test
C0005911,C0005911,train
C0005912,C0005912,train
C0005913,C0005913,train
C0005914,C0005914,val
C0005915,C0005915,train
C0005916,C0005916,train
C0005917,C0005917,train
C0005918,C0005918,test
C0005919,C0005919,train
C0005920,C0005920,test
C0005921,C0005921,train
C0005922,C0005922,train
C0005923,C0005923,train
C0005924,C0005924,train
C0005925,C0005925,test
C0005926,C0005926,test
C0005927,C0005927,train
C0005928,C0005928,test
C0005929,C0005929,test
C0005930,C0005930,train
C0005931,C0005931,train
C0005932,C0005932,train
C0005933,C0005933,val
C0005934,C0005934,train
C0005935,C0005935,train
C0005936,C0005936,test
C0005937,C0005937,train
C0005938,C0005938,train
C0005939,C0005939,val
C0005940,C0005840,train
C0005941,C0005941,train
C0005942,C0005942,train
C0005943,C0005943,train
C0005944,C0005944,val
C0005945,C0005945,train
C0005946,C0005946,train
C0005947,C0005947,train
C0005948,C0005948,train
C0005949,C0005949,train
C0005950,C0005950,train
C0005951,C0005951,train
C0005952,C0005952,test
C0005953,C0005953,val
C0005954,C0005954,val
C0005955,C0005955,test
C0005956,C0005956,train
C0005957,C0005957,train
C0005958,C0005958,train
C0005959,C0005959,test
C0005960,C0005960,train
C0005961,C0005961,train
C0005962,C0005962,train
C0005963,C0005963,train
C0005964,C0005964,train
C0005965,C0005965,train
C0005966,C0005966,val
C0005967,C0005967,val
C0005968,C0005968,train
C0005969,C0005969,train
C0005970,C0005970,train
C0005971,C0005971,train
C0005972,C0005972,train
C0005973,C0005973,train
C0005974,C0005974,train
C0005975,C0005975,train
C0005976,C0005976,train
C0005977,C0005977,train
C0005978,C0005978,val
C0005979,C0005979,val
C0005980,C0005980,train
C0005981,C0005981,train
C0005982,C0005982,train
C0005983,C0005983,test
C0005984,C0005984,train
C0005985,C0005985,train
C0005986,C0005986,train
C0005987,C0005987,test
C0005988,C0005988,test
C0005989,C0005989,train
C0005990,C0005990,test
C0005991,C0005991,train
C0005992,C0005992,train
C0005993,C0005993,test
C0005994,C0005994,train
C0005995,C0005995,train
C0005996,C0005996,train
C0005997,C0005997,train
C0005998,C0005998,train
C0005999,C0005999,train
